Units,scenario,year,market,value
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,JapanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,JapanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,JapanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,MexicoCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,MexicoCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,MexicoCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Middle EastCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Middle EastCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Middle EastCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,PakistanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,PakistanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,PakistanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,RussiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,RussiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,RussiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AfricaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AfricaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AfricaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_NorthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_NorthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_NorthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_SouthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_SouthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South America_SouthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Southeast AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Southeast AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,Southeast AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South KoreaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South KoreaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,South KoreaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,TaiwanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,TaiwanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,TaiwanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,USACO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,USACO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1975,USACO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_EasternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_EasternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_EasternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_NorthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_NorthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_NorthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_SouthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_SouthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_SouthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_WesternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_WesternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Africa_WesternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ArgentinaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ArgentinaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ArgentinaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Australia_NZCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Australia_NZCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Australia_NZCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,BrazilCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,BrazilCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,BrazilCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,CanadaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,CanadaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,CanadaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central America and CaribbeanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central America and CaribbeanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central America and CaribbeanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Central AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ChinaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ChinaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ChinaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ColombiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ColombiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,ColombiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-12CO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-12CO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-12CO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-15CO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-15CO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,EU-15CO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,European Free Trade AssociationCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,European Free Trade AssociationCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,European Free Trade AssociationCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_EasternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_EasternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_EasternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_Non_EUCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_Non_EUCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Europe_Non_EUCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,globalCO2_tf,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndonesiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndonesiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,IndonesiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,JapanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,JapanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,JapanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,MexicoCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,MexicoCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,MexicoCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Middle EastCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Middle EastCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Middle EastCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,PakistanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,PakistanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,PakistanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,RussiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,RussiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,RussiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AfricaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AfricaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AfricaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_NorthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_NorthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_NorthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_SouthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_SouthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South America_SouthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Southeast AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Southeast AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,Southeast AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South KoreaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South KoreaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,South KoreaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,TaiwanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,TaiwanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,TaiwanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,USACO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,USACO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,1990,USACO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_EasternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_EasternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_EasternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_NorthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_NorthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_NorthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_SouthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_SouthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_SouthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_WesternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_WesternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Africa_WesternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ArgentinaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ArgentinaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ArgentinaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Australia_NZCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Australia_NZCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Australia_NZCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,BrazilCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,BrazilCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,BrazilCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,CanadaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,CanadaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,CanadaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central America and CaribbeanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central America and CaribbeanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central America and CaribbeanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Central AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ChinaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ChinaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ChinaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ColombiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ColombiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,ColombiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-12CO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-12CO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-12CO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-15CO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-15CO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,EU-15CO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,European Free Trade AssociationCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,European Free Trade AssociationCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,European Free Trade AssociationCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_EasternCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_EasternCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_EasternCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_Non_EUCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_Non_EUCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Europe_Non_EUCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,globalCO2_tf,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndonesiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndonesiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,IndonesiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,JapanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,JapanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,JapanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,MexicoCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,MexicoCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,MexicoCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Middle EastCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Middle EastCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Middle EastCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,PakistanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,PakistanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,PakistanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,RussiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,RussiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,RussiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AfricaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AfricaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AfricaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_NorthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_NorthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_NorthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_SouthernCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_SouthernCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South America_SouthernCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Southeast AsiaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Southeast AsiaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,Southeast AsiaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South KoreaCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South KoreaCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,South KoreaCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,TaiwanCO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,TaiwanCO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,TaiwanCO2_NearTerm,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,USACO2,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,USACO2_LUC,0
1990$/tC,gl_hi_rs_ssp1_gfdl_4p5,2005,USACO2_NearTerm,0
